"Time (s) E5-Rod-T1","Angle (rad) E5-Rod-T1","Angular Velocity (rad/s) E5-Rod-T1","Angular Acceleration (rad/s²) E5-Rod-T1","Position (m) E5-Rod-T1","Velocity (m/s) E5-Rod-T1","Acceleration (m/s²) E5-Rod-T1","Time (s) E5-Rod-T2","Angle (rad) E5-Rod-T2","Angular Velocity (rad/s) E5-Rod-T2","Angular Acceleration (rad/s²) E5-Rod-T2","Position (m) E5-Rod-T2","Velocity (m/s) E5-Rod-T2","Acceleration (m/s²) E5-Rod-T2","Time (s) E5-Rod-T3","Angle (rad) E5-Rod-T3","Angular Velocity (rad/s) E5-Rod-T3","Angular Acceleration (rad/s²) E5-Rod-T3","Position (m) E5-Rod-T3","Velocity (m/s) E5-Rod-T3","Acceleration (m/s²) E5-Rod-T3","Time (s) E5-M1-T1","Angle (rad) E5-M1-T1","Angular Velocity (rad/s) E5-M1-T1","Angular Acceleration (rad/s²) E5-M1-T1","Position (m) E5-M1-T1","Velocity (m/s) E5-M1-T1","Acceleration (m/s²) E5-M1-T1","Time (s) E5-M1-T2","Angle (rad) E5-M1-T2","Angular Velocity (rad/s) E5-M1-T2","Angular Acceleration (rad/s²) E5-M1-T2","Position (m) E5-M1-T2","Velocity (m/s) E5-M1-T2","Acceleration (m/s²) E5-M1-T2","Time (s) E5-M1-T3","Angle (rad) E5-M1-T3","Angular Velocity (rad/s) E5-M1-T3","Angular Acceleration (rad/s²) E5-M1-T3","Position (m) E5-M1-T3","Velocity (m/s) E5-M1-T3","Acceleration (m/s²) E5-M1-T3","Time (s) E5-M2-T1","Angle (rad) E5-M2-T1","Angular Velocity (rad/s) E5-M2-T1","Angular Acceleration (rad/s²) E5-M2-T1","Position (m) E5-M2-T1","Velocity (m/s) E5-M2-T1","Acceleration (m/s²) E5-M2-T1","Time (s) E5-M2-T2","Angle (rad) E5-M2-T2","Angular Velocity (rad/s) E5-M2-T2","Angular Acceleration (rad/s²) E5-M2-T2","Position (m) E5-M2-T2","Velocity (m/s) E5-M2-T2","Acceleration (m/s²) E5-M2-T2","Time (s) E5-M2-T3","Angle (rad) E5-M2-T3","Angular Velocity (rad/s) E5-M2-T3","Angular Acceleration (rad/s²) E5-M2-T3","Position (m) E5-M2-T3","Velocity (m/s) E5-M2-T3","Acceleration (m/s²) E5-M2-T3","Time (s) E5-M3-T1","Angle (rad) E5-M3-T1","Angular Velocity (rad/s) E5-M3-T1","Angular Acceleration (rad/s²) E5-M3-T1","Position (m) E5-M3-T1","Velocity (m/s) E5-M3-T1","Acceleration (m/s²) E5-M3-T1","Time (s) E5-M3-T2","Angle (rad) E5-M3-T2","Angular Velocity (rad/s) E5-M3-T2","Angular Acceleration (rad/s²) E5-M3-T2","Position (m) E5-M3-T2","Velocity (m/s) E5-M3-T2","Acceleration (m/s²) E5-M3-T2","Time (s) E5-M3-T3","Angle (rad) E5-M3-T3","Angular Velocity (rad/s) E5-M3-T3","Angular Acceleration (rad/s²) E5-M3-T3","Position (m) E5-M3-T3","Velocity (m/s) E5-M3-T3","Acceleration (m/s²) E5-M3-T3","Time (s) E5-M4-T1","Angle (rad) E5-M4-T1","Angular Velocity (rad/s) E5-M4-T1","Angular Acceleration (rad/s²) E5-M4-T1","Position (m) E5-M4-T1","Velocity (m/s) E5-M4-T1","Acceleration (m/s²) E5-M4-T1","Time (s) E5-M4-T2","Angle (rad) E5-M4-T2","Angular Velocity (rad/s) E5-M4-T2","Angular Acceleration (rad/s²) E5-M4-T2","Position (m) E5-M4-T2","Velocity (m/s) E5-M4-T2","Acceleration (m/s²) E5-M4-T2","Time (s) E5-M4-T3","Angle (rad) E5-M4-T3","Angular Velocity (rad/s) E5-M4-T3","Angular Acceleration (rad/s²) E5-M4-T3","Position (m) E5-M4-T3","Velocity (m/s) E5-M4-T3","Acceleration (m/s²) E5-M4-T3"
6.660,-0.148,0.681,-2.182,-0.0035,0.016,-0.052,6.660,-0.097,0.000,1.309,-0.0023,0.000,0.031,6.660,0.113,-0.576,-0.436,0.0027,-0.014,-0.010,6.660,0.050,-0.393,2.618,0.0012,-0.009,0.062,6.660,-0.011,0.497,-3.927,-2.6250E-4,0.012,-0.094,6.660,-0.050,0.654,-1.309,-0.0012,0.016,-0.031,6.660,0.061,-0.681,5.672,0.0015,-0.016,0.135,6.660,-0.003,-0.079,0.873,-7.5000E-5,-0.002,0.021,6.660,0.055,-0.654,-0.436,0.0013,-0.016,-0.010,6.660,-0.028,0.288,8.727,-6.7500E-4,0.007,0.208,6.660,0.020,-0.288,-4.800,4.8750E-4,-0.007,-0.115,6.660,0.036,-0.654,-3.491,8.6250E-4,-0.016,-0.083,6.660,-0.028,0.602,3.927,-6.7500E-4,0.014,0.094,6.660,-0.002,0.079,-4.363,-3.7500E-5,0.002,-0.104,6.660,0.020,-0.079,5.672,4.8750E-4,-0.002,0.135
6.670,-0.141,0.628,-3.927,-0.0034,0.015,-0.094,6.670,-0.097,0.000,0.873,-0.0023,0.000,0.021,6.670,0.107,-0.602,-0.436,0.0026,-0.014,-0.010,6.670,0.047,-0.393,0.436,0.0011,-0.009,0.010,6.670,-0.006,0.471,-3.491,-1.5000E-4,0.011,-0.083,6.670,-0.044,0.654,-3.054,-0.0011,0.016,-0.073,6.670,0.055,-0.628,1.745,0.0013,-0.015,0.042,6.670,-0.003,-0.079,1.309,-7.5000E-5,-0.002,0.031,6.670,0.049,-0.681,-4.829E-13,0.0012,-0.016,-1.110E-14,6.670,-0.025,0.419,9.599,-6.0000E-4,0.010,0.229,6.670,0.017,-0.340,-3.927,4.1250E-4,-0.008,-0.094,6.670,0.030,-0.681,-2.618,7.1250E-4,-0.016,-0.063,6.670,-0.022,0.654,4.800,-5.2500E-4,0.016,0.115,6.670,-0.002,0.026,-3.927,-3.7500E-5,6.250E-4,-0.094,6.670,0.019,-0.026,7.854,4.5000E-4,-6.250E-4,0.188
6.680,-0.135,0.576,-3.491,-0.0032,0.014,-0.083,6.680,-0.097,0.000,1.309,-0.0023,0.000,0.031,6.680,0.101,-0.602,0.873,0.0024,-0.014,0.021,6.680,0.044,-0.419,1.582E-13,0.0011,-0.010,3.730E-15,6.680,-0.002,0.445,-3.927,-3.7500E-5,0.011,-0.094,6.680,-0.036,0.602,-4.800,-8.6250E-4,0.014,-0.115,6.680,0.049,-0.654,-1.745,0.0012,-0.016,-0.042,6.680,-0.005,-0.052,2.182,-1.1250E-4,-0.001,0.052,6.680,0.041,-0.681,2.618,9.7500E-4,-0.016,0.063,6.680,-0.019,0.524,5.672,-4.5000E-4,0.013,0.135,6.680,0.014,-0.367,-3.054,3.3750E-4,-0.009,-0.073,6.680,0.022,-0.707,-1.309,5.2500E-4,-0.017,-0.031,6.680,-0.016,0.707,4.363,-3.7500E-4,0.017,0.104,6.680,-0.002,0.000,-3.054,-3.7500E-5,0.000,-0.073,6.680,0.019,0.079,10.472,4.5000E-4,0.002,0.250
6.690,-0.130,0.550,-1.745,-0.0031,0.013,-0.042,6.690,-0.097,0.026,2.182,-0.0023,6.250E-4,0.052,6.690,0.094,-0.576,1.745,0.0023,-0.014,0.042,6.690,0.038,-0.419,2.182,9.0000E-4,-0.010,0.052,6.690,0.003,0.393,-4.363,7.5000E-5,0.009,-0.104,6.690,-0.031,0.524,-4.363,-7.5000E-4,0.012,-0.104,6.690,0.042,-0.707,-0.873,0.0010,-0.017,-0.021,6.690,-0.005,-0.026,2.618,-1.1250E-4,-6.250E-4,0.063,6.690,0.035,-0.628,5.236,8.2500E-4,-0.015,0.125,6.690,-0.014,0.550,-3.497E-13,-3.3750E-4,0.013,-8.240E-15,6.690,0.009,-0.393,-2.618,2.2500E-4,-0.009,-0.062,6.690,0.016,-0.707,-0.873,3.7500E-4,-0.017,-0.021,6.690,-0.008,0.759,2.618,-1.8750E-4,0.018,0.062,6.690,-0.002,-0.026,-2.618,-3.7500E-5,-6.250E-4,-0.063,6.690,0.020,0.209,10.908,4.8750E-4,0.005,0.260
6.700,-0.124,0.550,-0.436,-0.0030,0.013,-0.010,6.700,-0.097,0.052,2.618,-0.0023,0.001,0.063,6.700,0.090,-0.550,1.309,0.0021,-0.013,0.031,6.700,0.035,-0.367,3.054,8.2500E-4,-0.009,0.073,6.700,0.006,0.340,-3.927,1.5000E-4,0.008,-0.094,6.700,-0.027,0.497,-3.054,-6.3750E-4,0.012,-0.073,6.700,0.035,-0.707,3.491,8.2500E-4,-0.017,0.083,6.700,-0.005,0.000,3.054,-1.1250E-4,0.000,0.073,6.700,0.028,-0.550,5.672,6.7500E-4,-0.013,0.135,6.700,-0.008,0.497,-3.927,-1.8750E-4,0.012,-0.094,6.700,0.006,-0.419,-3.054,1.5000E-4,-0.010,-0.073,6.700,0.008,-0.707,-0.873,1.8750E-4,-0.017,-0.021,6.700,1.006E-16,0.759,1.309,2.7105E-18,0.018,0.031,6.700,-0.002,-0.052,-3.054,-3.7500E-5,-0.001,-0.073,6.700,0.024,0.314,9.599,5.6250E-4,0.007,0.229
6.710,-0.119,0.550,0.873,-0.0029,0.013,0.021,6.710,-0.096,0.079,2.618,-0.0023,0.002,0.062,6.710,0.083,-0.550,0.436,0.0020,-0.013,0.010,6.710,0.031,-0.314,1.309,7.5000E-4,-0.007,0.031,6.710,0.009,0.314,-3.491,2.2500E-4,0.007,-0.083,6.710,-0.022,0.497,-3.054,-5.2500E-4,0.012,-0.073,6.710,0.027,-0.628,6.545,6.3750E-4,-0.015,0.156,6.710,-0.005,0.026,3.927,-1.1250E-4,6.250E-4,0.094,6.710,0.024,-0.497,3.927,5.6250E-4,-0.012,0.094,6.710,-0.003,0.445,-3.927,-7.5000E-5,0.011,-0.094,6.710,0.002,-0.445,-3.491,3.7500E-5,-0.011,-0.083,6.710,0.002,-0.733,-0.873,3.7500E-5,-0.017,-0.021,6.710,0.008,0.759,1.309,1.8750E-4,0.018,0.031,6.710,-0.003,-0.079,-3.927,-7.5000E-5,-0.002,-0.094,6.710,0.027,0.393,8.290,6.3750E-4,0.009,0.198
6.720,-0.113,0.550,2.618,-0.0027,0.013,0.063,6.720,-0.096,0.105,3.054,-0.0023,0.003,0.073,6.720,0.079,-0.550,-1.110E-14,0.0019,-0.013,1.735E-16,6.720,0.028,-0.340,-0.436,6.7500E-4,-0.008,-0.010,6.720,0.013,0.288,-4.363,3.0000E-4,0.007,-0.104,6.720,-0.016,0.445,-4.363,-3.7500E-4,0.011,-0.104,6.720,0.022,-0.524,4.800,5.2500E-4,-0.012,0.115,6.720,-0.005,0.079,4.800,-1.1250E-4,0.002,0.115,6.720,0.019,-0.471,2.182,4.5000E-4,-0.011,0.052,6.720,4.337E-19,0.393,-0.436,5.3668E-18,0.009,-0.010,6.720,-0.003,-0.497,-3.491,-7.5000E-5,-0.012,-0.083,6.720,-0.006,-0.733,-0.436,-1.5000E-4,-0.017,-0.010,6.720,0.014,0.785,1.745,3.3750E-4,0.019,0.042,6.720,-0.003,-0.131,-4.800,-7.5000E-5,-0.003,-0.115,6.720,0.031,0.471,7.854,7.5000E-4,0.011,0.187
6.730,-0.108,0.602,3.927,-0.0026,0.014,0.094,6.730,-0.094,0.131,3.927,-0.0022,0.003,0.094,6.730,0.072,-0.550,0.436,0.0017,-0.013,0.010,6.730,0.025,-0.367,0.873,6.0000E-4,-0.009,0.021,6.730,0.016,0.236,-5.672,3.7500E-4,0.006,-0.135,6.730,-0.013,0.393,-4.800,-3.0000E-4,0.009,-0.115,6.730,0.017,-0.497,0.436,4.1250E-4,-0.012,0.010,6.730,-0.003,0.131,5.236,-7.5000E-5,0.003,0.125,6.730,0.014,-0.471,2.182,3.3750E-4,-0.011,0.052,6.730,0.005,0.419,4.363,1.1250E-4,0.010,0.104,6.730,-0.008,-0.524,-2.618,-1.8750E-4,-0.012,-0.062,6.730,-0.014,-0.733,-5.551E-15,-3.3750E-4,-0.017,3.469E-16,6.730,0.024,0.812,1.309,5.6250E-4,0.019,0.031,6.730,-0.005,-0.183,-4.363,-1.1250E-4,-0.004,-0.104,6.730,0.036,0.550,7.854,8.6250E-4,0.013,0.188
6.740,-0.102,0.654,3.491,-0.0024,0.016,0.083,6.740,-0.093,0.183,4.800,-0.0022,0.004,0.115,6.740,0.068,-0.550,1.309,0.0016,-0.013,0.031,6.740,0.020,-0.340,3.927,4.8750E-4,-0.008,0.094,6.740,0.017,0.157,-5.672,4.1250E-4,0.004,-0.135,6.740,-0.009,0.340,-4.363,-2.2500E-4,0.008,-0.104,6.740,0.013,-0.550,-1.745,3.0000E-4,-0.013,-0.042,6.740,-0.002,0.183,5.236,-3.7500E-5,0.004,0.125,6.740,0.009,-0.445,3.927,2.2500E-4,-0.011,0.094,6.740,0.008,0.497,7.854,1.8750E-4,0.012,0.187,6.740,-0.014,-0.550,-1.309,-3.3750E-4,-0.013,-0.031,6.740,-0.020,-0.733,0.436,-4.8750E-4,-0.017,0.010,6.740,0.031,0.812,1.309,7.5000E-4,0.019,0.031,6.740,-0.008,-0.236,-2.618,-1.8750E-4,-0.006,-0.062,6.740,0.042,0.628,7.854,0.0010,0.015,0.188
6.750,-0.094,0.681,1.745,-0.0023,0.016,0.042,6.750,-0.091,0.236,5.672,-0.0022,0.006,0.135,6.750,0.061,-0.524,2.182,0.0015,-0.012,0.052,6.750,0.017,-0.262,4.800,4.1250E-4,-0.006,0.115,6.750,0.019,0.105,-4.363,4.5000E-4,0.002,-0.104,6.750,-0.005,0.314,-4.800,-1.1250E-4,0.008,-0.115,6.750,0.006,-0.576,5.551E-15,1.5000E-4,-0.014,-1.735E-16,6.750,-2.559E-17,0.236,4.800,1.7618E-19,0.006,0.115,6.750,0.005,-0.393,6.109,1.1250E-4,-0.009,0.146,6.750,0.014,0.602,7.854,3.3750E-4,0.014,0.188,6.750,-0.019,-0.550,-0.873,-4.5000E-4,-0.013,-0.021,6.750,-0.028,-0.733,1.309,-6.7500E-4,-0.017,0.031,6.750,0.039,0.812,1.745,9.3750E-4,0.019,0.042,6.750,-0.009,-0.236,-1.309,-2.2500E-4,-0.006,-0.031,6.750,0.049,0.707,7.418,0.0012,0.017,0.177
6.760,-0.088,0.681,0.436,-0.0021,0.016,0.010,6.760,-0.088,0.288,6.981,-0.0021,0.007,0.167,6.760,0.057,-0.497,2.618,0.0014,-0.012,0.062,6.760,0.016,-0.209,3.054,3.7500E-4,-0.005,0.073,6.760,0.019,0.079,-3.491,4.5000E-4,0.002,-0.083,6.760,-0.003,0.262,-5.672,-7.5000E-5,0.006,-0.135,6.760,-5.031E-17,-0.550,3.054,3.1984E-18,-0.013,0.073,6.760,0.003,0.288,3.491,7.5000E-5,0.007,0.083,6.760,0.002,-0.314,6.981,3.7500E-5,-0.007,0.167,6.760,0.020,0.681,5.236,4.8750E-4,0.016,0.125,6.760,-0.025,-0.550,-1.309,-6.0000E-4,-0.013,-0.031,6.760,-0.036,-0.707,1.745,-8.6250E-4,-0.017,0.042,6.760,0.047,0.864,0.873,0.0011,0.021,0.021,6.760,-0.013,-0.236,-1.309,-3.0000E-4,-0.006,-0.031,6.760,0.057,0.785,6.545,0.0013,0.019,0.156
6.770,-0.082,0.681,-0.873,-0.0020,0.016,-0.021,6.770,-0.085,0.367,8.727,-0.0020,0.009,0.208,6.770,0.052,-0.471,2.618,0.0012,-0.011,0.062,6.770,0.014,-0.209,1.745,3.3750E-4,-0.005,0.042,6.770,0.020,0.052,-4.363,4.8750E-4,0.001,-0.104,6.770,9.107E-18,0.183,-6.109,-3.9302E-19,0.004,-0.146,6.770,-0.005,-0.497,5.672,-1.1250E-4,-0.012,0.135,6.770,0.006,0.314,2.182,1.5000E-4,0.007,0.052,6.770,-0.002,-0.236,6.109,-3.7500E-5,-0.006,0.146,6.770,0.028,0.707,1.745,6.7500E-4,0.017,0.042,6.770,-0.030,-0.576,-1.745,-7.1250E-4,-0.014,-0.042,6.770,-0.042,-0.681,1.309,-0.0010,-0.016,0.031,6.770,0.057,0.864,-1.309,0.0014,0.021,-0.031,6.770,-0.014,-0.262,-2.182,-3.3750E-4,-0.006,-0.052,6.770,0.064,0.838,5.672,0.0015,0.020,0.135
6.780,-0.074,0.681,-3.054,-0.0018,0.016,-0.073,6.780,-0.082,0.471,9.163,-0.0019,0.011,0.219,6.780,0.047,-0.445,2.618,0.0011,-0.011,0.062,6.780,0.011,-0.209,2.618,2.6250E-4,-0.005,0.062,6.780,0.020,0.000,-6.545,4.8750E-4,0.000,-0.156,6.780,0.002,0.131,-5.236,3.7500E-5,0.003,-0.125,6.780,-0.009,-0.445,8.290,-2.2500E-4,-0.011,0.198,6.780,0.009,0.314,1.745,2.2500E-4,0.007,0.042,6.780,-0.003,-0.183,4.363,-7.5000E-5,-0.004,0.104,6.780,0.035,0.707,-0.873,8.2500E-4,0.017,-0.021,6.780,-0.036,-0.602,-0.436,-8.6250E-4,-0.014,-0.010,6.780,-0.049,-0.681,1.309,-0.0012,-0.016,0.031,6.780,0.066,0.812,-1.745,0.0016,0.019,-0.042,6.780,-0.017,-0.288,-2.618,-4.1250E-4,-0.007,-0.063,6.780,0.074,0.890,5.236,0.0018,0.021,0.125
6.790,-0.068,0.628,-5.672,-0.0016,0.015,-0.135,6.790,-0.075,0.576,7.854,-0.0018,0.014,0.187,6.790,0.042,-0.419,2.618,0.0010,-0.010,0.062,6.790,0.009,-0.157,3.927,2.2500E-4,-0.004,0.094,6.790,0.020,-0.079,-8.290,4.8750E-4,-0.002,-0.198,6.790,0.002,0.079,-3.927,3.7500E-5,0.002,-0.094,6.790,-0.014,-0.340,10.036,-3.3750E-4,-0.008,0.240,6.790,0.013,0.340,1.745,3.0000E-4,0.008,0.042,6.790,-0.005,-0.157,3.491,-1.1250E-4,-0.004,0.083,6.790,0.042,0.681,-2.182,0.0010,0.016,-0.052,6.790,-0.042,-0.602,1.745,-0.0010,-0.014,0.042,6.790,-0.057,-0.681,2.618,-0.0013,-0.016,0.062,6.790,0.072,0.785,1.110E-14,0.0017,0.019,0.000,6.790,-0.020,-0.314,-3.054,-4.8750E-4,-0.008,-0.073,6.790,0.082,0.942,5.236,0.0019,0.023,0.125
6.800,-0.061,0.550,-6.981,-0.0015,0.013,-0.167,6.800,-0.069,0.628,6.545,-0.0016,0.015,0.156,6.800,0.039,-0.393,2.618,9.3750E-4,-0.009,0.063,6.800,0.008,-0.105,3.927,1.8750E-4,-0.003,0.094,6.800,0.019,-0.183,-7.418,4.5000E-4,-0.004,-0.177,6.800,0.003,0.052,-3.491,7.5000E-5,0.001,-0.083,6.800,-0.017,-0.209,8.727,-4.1250E-4,-0.005,0.208,6.800,0.016,0.367,0.873,3.7500E-4,0.009,0.021,6.800,-0.006,-0.131,3.927,-1.5000E-4,-0.003,0.094,6.800,0.049,0.654,-2.618,0.0012,0.016,-0.063,6.800,-0.049,-0.550,2.182,-0.0012,-0.013,0.052,6.800,-0.063,-0.628,3.927,-0.0015,-0.015,0.094,6.800,0.080,0.838,3.275E-13,0.0019,0.020,6.939E-15,6.800,-0.024,-0.340,-3.927,-5.6250E-4,-0.008,-0.094,6.800,0.093,0.995,4.800,0.0022,0.024,0.115
6.810,-0.057,0.471,-6.109,-0.0014,0.011,-0.146,6.810,-0.063,0.681,6.545,-0.0015,0.016,0.156,6.810,0.035,-0.367,2.618,8.2500E-4,-0.009,0.063,6.810,0.008,-0.079,3.054,1.8750E-4,-0.002,0.073,6.810,0.017,-0.262,-4.363,4.1250E-4,-0.006,-0.104,6.810,0.003,0.026,-4.363,7.5000E-5,6.250E-4,-0.104,6.810,-0.017,-0.131,4.800,-4.1250E-4,-0.003,0.115,6.810,0.020,0.367,-0.436,4.8750E-4,0.009,-0.010,6.810,-0.008,-0.079,4.363,-1.8750E-4,-0.002,0.104,6.810,0.055,0.628,-3.054,0.0013,0.015,-0.073,6.810,-0.053,-0.524,2.165E-13,-0.0013,-0.013,4.510E-15,6.810,-0.069,-0.576,3.927,-0.0016,-0.014,0.094,6.810,0.090,0.838,-2.618,0.0021,0.020,-0.062,6.810,-0.027,-0.393,-3.927,-6.3750E-4,-0.009,-0.094,6.810,0.102,1.047,3.927,0.0024,0.025,0.094
6.820,-0.052,0.419,-3.927,-0.0012,0.010,-0.094,6.820,-0.057,0.759,7.418,-0.0013,0.018,0.177,6.820,0.031,-0.340,2.618,7.5000E-4,-0.008,0.063,6.820,0.006,-0.052,2.618,1.5000E-4,-0.001,0.063,6.820,0.013,-0.262,-2.618,3.0000E-4,-0.006,-0.063,6.820,0.003,-0.026,-6.109,7.5000E-5,-6.250E-4,-0.146,6.820,-0.019,-0.131,2.182,-4.5000E-4,-0.003,0.052,6.820,0.024,0.340,2.692E-13,5.6250E-4,0.008,6.245E-15,6.820,-0.008,-0.026,3.927,-1.8750E-4,-6.250E-4,0.094,6.820,0.061,0.602,-3.491,0.0015,0.014,-0.083,6.820,-0.058,-0.550,-2.182,-0.0014,-0.013,-0.052,6.820,-0.074,-0.550,3.491,-0.0018,-0.013,0.083,6.820,0.099,0.759,-4.363,0.0024,0.018,-0.104,6.820,-0.031,-0.445,-2.182,-7.5000E-4,-0.011,-0.052,6.820,0.113,1.073,2.618,0.0027,0.026,0.062
6.830,-0.049,0.393,-1.309,-0.0012,0.009,-0.031,6.830,-0.047,0.838,7.418,-0.0011,0.020,0.177,6.830,0.028,-0.314,3.054,6.7500E-4,-0.007,0.073,6.830,0.006,-0.026,2.182,1.5000E-4,-6.250E-4,0.052,6.830,0.011,-0.262,-4.800,2.6250E-4,-0.006,-0.115,6.830,0.003,-0.105,-6.981,7.5000E-5,-0.002,-0.167,6.830,-0.020,-0.131,2.618,-4.8750E-4,-0.003,0.063,6.830,0.027,0.340,2.182,6.3750E-4,0.008,0.052,6.830,-0.008,0.000,3.491,-1.8750E-4,0.000,0.083,6.830,0.068,0.550,-2.618,0.0016,0.013,-0.063,6.830,-0.064,-0.602,-1.309,-0.0015,-0.014,-0.031,6.830,-0.080,-0.524,3.927,-0.0019,-0.012,0.094,6.830,0.104,0.707,-3.491,0.0025,0.017,-0.083,6.830,-0.036,-0.445,1.443E-13,-8.6250E-4,-0.011,3.643E-15,6.830,0.124,1.100,1.745,0.0030,0.026,0.042
6.840,-0.044,0.393,0.436,-0.0011,0.009,0.010,6.840,-0.039,0.916,6.545,-9.3750E-4,0.022,0.156,6.840,0.025,-0.288,3.927,6.0000E-4,-0.007,0.094,6.840,0.006,0.000,1.309,1.5000E-4,0.000,0.031,6.840,0.009,-0.340,-7.854,2.2500E-4,-0.008,-0.188,6.840,0.002,-0.183,-6.545,3.7500E-5,-0.004,-0.156,6.840,-0.022,-0.079,3.927,-5.2500E-4,-0.002,0.094,6.840,0.030,0.393,3.927,7.1250E-4,0.009,0.094,6.840,-0.008,0.026,4.363,-1.8750E-4,6.250E-4,0.104,6.840,0.072,0.524,-0.436,0.0017,0.012,-0.010,6.840,-0.071,-0.602,1.745,-0.0017,-0.014,0.042,6.840,-0.085,-0.471,3.927,-0.0020,-0.011,0.094,6.840,0.112,0.707,-3.491,0.0027,0.017,-0.083,6.840,-0.041,-0.419,0.436,-9.7500E-4,-0.010,0.010,6.840,0.135,1.100,1.745,0.0032,0.026,0.042
6.850,-0.041,0.419,0.436,-9.7500E-4,0.010,0.010,6.850,-0.030,0.969,5.236,-7.1250E-4,0.023,0.125,6.850,0.022,-0.236,4.363,5.2500E-4,-0.006,0.104,6.850,0.006,0.000,0.873,1.5000E-4,0.000,0.021,6.850,0.005,-0.471,-6.545,1.1250E-4,-0.011,-0.156,6.850,-0.002,-0.236,-6.109,-3.7500E-5,-0.006,-0.146,6.850,-0.022,-0.026,3.927,-5.2500E-4,-6.250E-4,0.094,6.850,0.035,0.445,3.054,8.2500E-4,0.011,0.073,6.850,-0.008,0.079,6.109,-1.8750E-4,0.002,0.146,6.850,0.077,0.550,0.436,0.0018,0.013,0.010,6.850,-0.077,-0.550,3.491,-0.0018,-0.013,0.083,6.850,-0.090,-0.419,3.054,-0.0021,-0.010,0.073,6.850,0.119,0.681,-5.236,0.0029,0.016,-0.125,6.850,-0.044,-0.419,-0.873,-0.0011,-0.010,-0.021,6.850,0.146,1.126,2.182,0.0035,0.027,0.052
6.860,-0.036,0.419,-1.309,-8.6250E-4,0.010,-0.031,6.860,-0.019,1.021,3.491,-4.5000E-4,0.024,0.083,6.860,0.020,-0.183,3.927,4.8750E-4,-0.004,0.094,6.860,0.006,0.000,2.182,1.5000E-4,0.000,0.052,6.860,-0.002,-0.524,-2.182,-3.7500E-5,-0.012,-0.052,6.860,-0.003,-0.288,-6.545,-7.5000E-5,-0.007,-0.156,6.860,-0.022,0.000,3.927,-5.2500E-4,0.000,0.094,6.860,0.039,0.471,0.436,9.3750E-4,0.011,0.010,6.860,-0.006,0.157,7.418,-1.5000E-4,0.004,0.177,6.860,0.083,0.576,-1.745,0.0020,0.014,-0.042,6.860,-0.082,-0.497,2.182,-0.0020,-0.012,0.052,6.860,-0.093,-0.419,3.054,-0.0022,-0.010,0.073,6.860,0.126,0.576,-5.672,0.0030,0.014,-0.135,6.860,-0.049,-0.445,-1.745,-0.0012,-0.011,-0.042,6.860,0.157,1.152,2.182,0.0037,0.028,0.052
6.870,-0.031,0.393,-3.054,-7.5000E-4,0.009,-0.073,6.870,-0.009,1.047,1.745,-2.2500E-4,0.025,0.042,6.870,0.019,-0.157,3.491,4.5000E-4,-0.004,0.083,6.870,0.006,0.026,4.800,1.5000E-4,6.250E-4,0.115,6.870,-0.006,-0.471,-0.436,-1.5000E-4,-0.011,-0.010,6.870,-0.006,-0.367,-6.545,-1.5000E-4,-0.009,-0.156,6.870,-0.022,0.026,5.672,-5.2500E-4,6.250E-4,0.135,6.870,0.044,0.445,-1.309,0.0010,0.011,-0.031,6.870,-0.005,0.236,7.854,-1.1250E-4,0.006,0.187,6.870,0.090,0.524,-3.927,0.0021,0.012,-0.094,6.870,-0.086,-0.497,0.436,-0.0021,-0.012,0.010,6.870,-0.097,-0.393,5.236,-0.0023,-0.009,0.125,6.870,0.130,0.524,-3.491,0.0031,0.013,-0.083,6.870,-0.053,-0.471,-1.309,-0.0013,-0.011,-0.031,6.870,0.170,1.178,0.873,0.0040,0.028,0.021
6.880,-0.028,0.340,-3.491,-6.7500E-4,0.008,-0.083,6.880,0.002,1.047,-2.220E-14,3.7500E-5,0.025,0.000,6.880,0.017,-0.131,3.927,4.1250E-4,-0.003,0.094,6.880,0.006,0.105,6.109,1.5000E-4,0.002,0.146,6.880,-0.011,-0.471,-3.054,-2.6250E-4,-0.011,-0.073,6.880,-0.011,-0.445,-4.800,-2.6250E-4,-0.011,-0.115,6.880,-0.022,0.105,7.854,-5.2500E-4,0.002,0.187,6.880,0.049,0.419,-0.436,0.0012,0.010,-0.010,6.880,-0.002,0.314,7.418,-3.7500E-5,0.007,0.177,6.880,0.094,0.445,-2.618,0.0023,0.011,-0.062,6.880,-0.091,-0.524,1.745,-0.0022,-0.012,0.042,6.880,-0.102,-0.314,7.418,-0.0024,-0.008,0.177,6.880,0.135,0.524,-1.745,0.0032,0.013,-0.042,6.880,-0.058,-0.471,-1.638E-13,-0.0014,-0.011,-4.424E-15,6.880,0.181,1.178,-0.873,0.0043,0.028,-0.021
